,age,health_ins,logwage,wage,maritl_1. Never Married,maritl_2. Married,maritl_3. Widowed,maritl_4. Divorced,maritl_5. Separated,race_1. White,race_2. Black,race_3. Asian,race_4. Other,education_1. < HS Grad,education_2. HS Grad,education_3. Some College,education_4. College Grad,education_5. Advanced Degree,region_2. Middle Atlantic,jobclass_1. Industrial,jobclass_2. Information,health_1. <=Good,health_2. >=Very Good
1401,18,2. No,4.342422680822209,76.8936025176112,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1402,45,2. No,4.6190933306267405,101.402052302992,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1403,27,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1404,22,1. Yes,4.55630250076729,95.23071256698192,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1405,29,1. Yes,4.30102999566398,73.77574327469459,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
1406,50,1. Yes,4.81291335664286,123.089699847943,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1407,25,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1408,35,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1409,41,1. Yes,4.84509804001426,127.115743812184,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1410,38,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
1411,49,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1412,36,2. No,4.85733249643127,128.680488220624,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1413,66,1. Yes,4.53147891704226,92.8958447894966,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1414,23,2. No,4.23044892137827,68.7480877337669,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1415,28,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1416,42,1. Yes,4.69897000433602,109.833985642199,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1417,20,2. No,3.77815125038364,43.7351116779821,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1418,37,1. Yes,5.2430380486863,189.244162932803,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1419,58,2. No,3.4771212547196604,32.3664131748549,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1420,45,1. Yes,5.041392685158231,154.68529299563,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
1421,64,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1422,45,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1423,52,1. Yes,4.623249290397901,101.82435207568,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1424,42,2. No,4.81291335664286,123.089699847943,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1425,32,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1426,40,2. No,4.318063334962759,75.0431540173515,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1427,55,1. Yes,5.0791812460476295,160.642475408263,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
1428,46,1. Yes,4.65321251377534,104.921506533664,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1429,55,2. No,4.39794000867204,81.2832532842527,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1430,53,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1431,33,1. Yes,4.65321251377534,104.921506533664,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
1432,45,1. Yes,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1433,54,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1434,32,1. Yes,4.431363764158991,84.0459576539924,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1435,42,2. No,5.17609125905568,176.98965048987702,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1436,35,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1437,54,2. No,4.54406804435028,94.0727147457005,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1438,38,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1439,31,1. Yes,4.623249290397901,101.82435207568,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1440,41,1. Yes,4.447158031342219,85.3839403789827,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1441,45,1. Yes,4.95904139232109,142.457169885112,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1442,49,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1443,50,1. Yes,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1444,40,1. Yes,4.7160033436348,111.720849360989,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1445,29,1. Yes,4.08813608870055,59.6286455536557,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
1446,25,2. No,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1447,32,2. No,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1448,51,1. Yes,4.46239799789896,86.6951548289402,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1449,29,2. No,4.53307266004881,93.0440149336701,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1450,32,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1451,42,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1452,59,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1453,31,2. No,4.47712125471966,87.98103278560541,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
1454,29,2. No,4.68574173860226,108.390640020409,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1455,52,1. Yes,4.30102999566398,73.77574327469459,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1456,35,2. No,4.30102999566398,73.77574327469459,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1457,28,1. Yes,4.66692026535949,106.369647181498,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1458,50,2. No,4.3617278360175895,78.39246680098371,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1459,49,2. No,4.28443073384452,72.5612283088075,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1460,39,2. No,4.30105170984523,73.7773452719489,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1461,26,2. No,3.64345267648619,38.2235828218228,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
1462,31,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1463,50,2. No,3.92022771145693,50.411922843569705,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1464,62,1. Yes,5.1385016384297,170.460165914858,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1465,35,2. No,4.81291335664286,123.089699847943,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1466,22,2. No,4.30102999566398,73.77574327469459,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1467,55,1. Yes,4.70757017609794,110.782650276254,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1468,63,1. Yes,4.83250891270624,125.525498433836,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1469,63,2. No,4.318063334962759,75.0431540173515,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1470,39,1. Yes,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
1471,28,2. No,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1472,43,1. Yes,4.84509804001426,127.115743812184,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1473,58,1. Yes,4.25527250510331,70.47601964694451,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1474,38,1. Yes,5.11394335230684,166.32494123387698,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1475,49,1. Yes,4.9355979443003095,139.156325391862,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
1476,62,2. No,3.2304489213782697,25.2910080971035,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1477,36,1. Yes,4.399950474386309,81.44683486060109,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1478,54,2. No,4.47712125471966,87.98103278560541,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1479,26,1. Yes,4.75739602879302,116.442318333651,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1480,46,1. Yes,5.11394335230684,166.32494123387698,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
1481,58,1. Yes,5.00860017176192,149.695042068453,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1482,22,1. Yes,4.30102999566398,73.77574327469459,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1483,58,2. No,5.62618633492728,277.601417511009,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
1484,63,2. No,4.91907809237607,136.876367635184,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1485,67,1. Yes,4.8633228601204594,129.453644576625,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
1486,44,1. Yes,4.7160033436348,111.720849360989,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1487,51,1. Yes,5.18571209987001,178.700657207025,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1488,46,2. No,3.90308998699194,49.5553381215226,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1489,43,2. No,4.41497334797082,82.6796372966372,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1490,40,2. No,4.30102999566398,73.77574327469459,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1491,31,1. Yes,4.53147891704226,92.8958447894966,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1492,41,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1493,21,2. No,4.431363764158991,84.0459576539924,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1494,51,2. No,4.342422680822209,76.8936025176112,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1495,43,1. Yes,4.38021124171161,79.8549003093467,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1496,34,1. Yes,4.8750612633917,130.982177377461,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1497,45,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1498,35,2. No,4.1760912590556805,65.1108537153447,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
1499,33,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1500,46,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1501,38,1. Yes,4.54406804435028,94.0727147457005,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1502,44,1. Yes,4.50514997831991,90.48191335664008,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
1503,50,1. Yes,4.71601169537145,111.721782427997,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1504,55,1. Yes,4.681241237375589,107.903923866876,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1505,49,1. Yes,5.25527250510331,191.573683548412,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
1506,47,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1507,40,1. Yes,4.931874674685321,138.639172221569,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
1508,21,2. No,3.9822712330395698,53.6387220221678,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1509,60,2. No,4.53317446074239,93.0534873610655,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1510,56,2. No,4.39794000867204,81.2832532842527,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
1511,61,2. No,4.85733249643127,128.680488220624,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1512,44,1. Yes,4.913813852383719,136.15771083722998,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1513,43,1. Yes,5.0791812460476295,160.642475408263,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
1514,29,1. Yes,4.69897000433602,109.833985642199,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1515,38,2. No,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1516,26,1. Yes,4.68574173860226,108.390640020409,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1517,28,2. No,4.20682587603185,67.1430807546635,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
1518,38,1. Yes,4.770852011642139,118.019753340006,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
1519,45,2. No,4.69897000433602,109.833985642199,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1520,39,2. No,3.8573324964312703,47.3389060962716,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1521,33,1. Yes,4.141763230275791,62.91365496918,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1522,44,2. No,4.25527250510331,70.47601964694451,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1523,48,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1524,45,1. Yes,4.53035340356016,92.7913480810133,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1525,56,2. No,4.60208170550921,99.69162839707208,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1526,40,2. No,4.7403626894942406,114.475713290347,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1527,71,2. No,4.4913616938342695,89.2428846644714,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
1528,30,2. No,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1529,45,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1530,41,1. Yes,4.50514997831991,90.48191335664008,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1531,40,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
1532,59,1. Yes,4.49052030936335,89.16782866707779,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
1533,46,2. No,4.30102999566398,73.77574327469459,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
1534,38,1. Yes,4.25527250510331,70.47601964694451,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1535,26,1. Yes,4.53781909507327,93.4866920429597,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1536,53,1. Yes,4.25527250510331,70.47601964694451,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1537,46,1. Yes,4.60205999132796,99.6894636984864,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1538,42,1. Yes,4.5910646070265,98.5993438603892,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1539,28,2. No,4.0,54.59815003314421,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
1540,30,2. No,4.46239799789896,86.6951548289402,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
1541,34,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
1542,46,2. No,5.0791812460476295,160.642475408263,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
1543,22,2. No,4.0791812460476295,59.097064081589096,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1544,37,1. Yes,4.52968695377292,92.7295279091354,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1545,27,1. Yes,4.14612803567824,63.1888610037461,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1546,52,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1547,43,2. No,4.1760912590556805,65.1108537153447,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1548,52,1. Yes,5.0,148.413159102577,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1549,54,1. Yes,4.695831772826691,109.489841452174,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
1550,47,1. Yes,4.60205999132796,99.6894636984864,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1551,21,1. Yes,4.662757831681571,105.927810775063,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1552,42,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1553,72,1. Yes,5.2430380486863,189.244162932803,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
1554,38,1. Yes,4.65321251377534,104.921506533664,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
1555,53,1. Yes,4.41497334797082,82.6796372966372,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1556,35,2. No,4.39794000867204,81.2832532842527,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1557,60,1. Yes,4.342422680822209,76.8936025176112,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1558,39,1. Yes,4.447158031342219,85.3839403789827,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1559,45,2. No,4.30102999566398,73.77574327469459,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1560,61,1. Yes,4.669158757432911,106.608021493532,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1561,64,1. Yes,4.55630250076729,95.23071256698192,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1562,39,1. Yes,4.25527250510331,70.47601964694451,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
1563,46,1. Yes,4.662757831681571,105.927810775063,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
1564,25,2. No,4.03342375548695,56.4538649754188,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1565,80,1. Yes,4.54406804435028,94.0727147457005,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1566,51,1. Yes,4.662757831681571,105.927810775063,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1567,58,1. Yes,4.318063334962759,75.0431540173515,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1568,52,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1569,45,1. Yes,4.92941892571429,138.299126920883,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1570,41,1. Yes,4.60205999132796,99.6894636984864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1571,42,1. Yes,4.55630250076729,95.23071256698192,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1572,31,1. Yes,4.54406804435028,94.0727147457005,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1573,49,1. Yes,4.81291335664286,123.089699847943,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1574,47,1. Yes,4.50514997831991,90.48191335664008,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1575,39,1. Yes,4.47712125471966,87.98103278560541,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1576,53,1. Yes,4.69897000433602,109.833985642199,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1577,37,1. Yes,4.447158031342219,85.3839403789827,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1578,52,1. Yes,5.25527250510331,191.573683548412,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1579,41,1. Yes,4.623249290397901,101.82435207568,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1580,39,1. Yes,5.0,148.413159102577,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
1581,63,1. Yes,5.14612803567824,171.765132627508,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1582,23,2. No,4.29666519026153,73.45442826076209,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1583,62,1. Yes,4.47712125471966,87.98103278560541,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
1584,43,1. Yes,5.606885241288571,272.294783220064,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1585,29,2. No,4.63346845557959,102.870246933215,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1586,43,1. Yes,5.0791812460476295,160.642475408263,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
1587,34,2. No,4.81291335664286,123.089699847943,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
1588,38,1. Yes,4.51851393987789,91.6992261117042,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1
1589,25,1. Yes,4.447158031342219,85.3839403789827,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1590,64,1. Yes,4.69897000433602,109.833985642199,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1591,49,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1592,46,1. Yes,4.4345689040342,84.3157688645753,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1593,30,1. Yes,4.7403626894942406,114.475713290347,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1594,33,2. No,4.04921802267018,57.3525910796177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1595,29,1. Yes,4.65321251377534,104.921506533664,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1596,32,1. Yes,4.83250891270624,125.525498433836,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1597,54,1. Yes,4.690196080028509,108.874525834712,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
1598,40,1. Yes,4.1760912590556805,65.1108537153447,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
1599,24,1. Yes,4.69897000433602,109.833985642199,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1600,30,2. No,4.26007138798508,70.8150386167557,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1601,49,1. Yes,4.977723605288849,145.143601176911,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1602,47,1. Yes,4.623249290397901,101.82435207568,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
1603,25,2. No,4.431363764158991,84.0459576539924,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
1604,44,1. Yes,4.90308998699194,134.705375118879,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1605,41,1. Yes,4.579783596616809,97.4932940453934,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
1606,54,1. Yes,5.041392685158231,154.68529299563,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
1607,59,1. Yes,5.30102999566398,200.543262324662,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1608,25,2. No,4.0899051114394,59.734223340746695,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1609,63,2. No,4.51851393987789,91.6992261117042,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
1610,49,1. Yes,4.69897000433602,109.833985642199,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1611,35,1. Yes,4.7403626894942406,114.475713290347,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
1612,24,2. No,4.19312459835446,66.2294082943902,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
1613,66,1. Yes,4.53147891704226,92.8958447894966,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
1614,57,2. No,4.54406804435028,94.0727147457005,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
1615,47,1. Yes,4.77815125038364,118.884359339886,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1616,44,1. Yes,4.8864907251724805,132.487821126123,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
